graph_id,node_id,label,train_mask,val_mask,test_mask,feat_feature_00,feat_feature_01,feat_feature_02,feat_feature_03,X,Y,Z
0,51,0,True,False,False,0.0,1.0,0.0,0.0,83.437958,94.989967,21.5
0,52,0,True,False,False,1.0,0.0,0.0,0.0,102.961876,98.616974,-1.0
0,53,0,True,False,False,0.0,1.0,0.0,0.0,83.437958,91.040779,12.5
0,54,0,True,False,False,1.0,0.0,0.0,0.0,102.961876,68.616972,-1.0
0,55,0,True,False,False,0.0,0.0,0.0,1.0,90.231045,85.116993,1.25
0,56,0,True,False,False,0.0,1.0,0.0,0.0,93.187958,91.040779,21.5
0,57,0,True,False,False,0.0,1.0,0.0,0.0,93.187958,83.142395,6.5
0,58,0,True,False,False,0.0,0.0,0.0,1.0,90.231045,93.015369,1.25
0,59,0,True,False,False,0.0,1.0,0.0,0.0,93.187958,79.193207,6.5
0,60,0,True,False,False,0.0,1.0,0.0,0.0,93.187958,91.040779,12.5
0,61,0,True,False,False,0.0,1.0,0.0,0.0,83.437958,87.091587,12.5
0,62,0,True,False,False,0.0,1.0,0.0,0.0,83.437958,91.040779,18.5
0,63,0,True,False,False,0.0,0.0,0.0,1.0,86.250595,93.015369,3.75
0,64,0,True,False,False,0.0,0.0,0.0,1.0,86.250595,81.167801,3.75
0,65,0,True,False,False,0.0,0.0,0.0,1.0,81.622624,85.116993,1.25
0,66,0,True,False,False,0.0,0.0,0.0,1.0,94.965961,85.116993,3.75
0,67,0,True,False,False,0.0,1.0,0.0,0.0,83.437958,94.989967,18.5
0,68,0,True,False,False,0.0,1.0,0.0,0.0,83.437958,79.193207,6.5
0,69,0,True,False,False,1.0,0.0,0.0,0.0,112.961876,78.616974,-1.0
0,70,0,True,False,False,0.0,1.0,0.0,0.0,83.437958,87.091587,15.5
0,71,0,True,False,False,0.0,0.0,0.0,1.0,94.965962,81.167801,1.25
0,72,0,True,False,False,1.0,0.0,0.0,0.0,82.961876,88.616974,-1.0
0,73,0,True,False,False,1.0,0.0,0.0,0.0,82.961876,98.616974,-1.0
0,74,0,True,False,False,0.0,0.0,0.0,1.0,86.250595,93.01537,1.25
0,75,0,True,False,False,0.0,0.0,0.0,1.0,86.250595,89.066181,3.75
0,76,0,True,False,False,0.0,1.0,0.0,0.0,83.437958,79.193207,15.5
0,77,0,True,False,False,0.0,0.0,0.0,1.0,81.622624,81.167801,1.25
0,78,0,True,False,False,0.0,0.0,0.0,1.0,81.622624,93.01537,3.75
0,79,0,True,False,False,0.0,1.0,0.0,0.0,83.437958,94.989967,6.5
0,80,0,True,False,False,0.0,0.0,0.0,1.0,94.965962,85.116993,1.25
0,81,0,True,False,False,0.0,1.0,0.0,0.0,83.437958,83.142395,12.5
0,82,0,True,False,False,0.0,1.0,0.0,0.0,83.437958,83.142395,15.5
0,83,0,True,False,False,0.0,1.0,0.0,0.0,83.437958,79.193207,12.5
0,84,0,True,False,False,0.0,1.0,0.0,0.0,93.187958,87.091587,15.5
0,85,0,True,False,False,0.0,1.0,0.0,0.0,83.437958,91.040779,9.5
0,86,0,True,False,False,0.0,1.0,0.0,0.0,93.187958,79.193207,15.5
0,87,0,True,False,False,1.0,0.0,0.0,0.0,102.961876,78.616974,-1.0
0,88,0,True,False,False,0.0,1.0,0.0,0.0,83.437958,94.989967,9.5
0,89,0,True,False,False,0.0,1.0,0.0,0.0,93.187958,94.989967,18.5
0,90,0,True,False,False,1.0,0.0,0.0,0.0,102.961876,88.616974,-1.0
0,91,0,True,False,False,1.0,0.0,0.0,0.0,112.961876,98.616974,-1.0
0,92,0,False,True,False,0.0,1.0,0.0,0.0,83.437958,83.142395,18.5
0,93,0,False,True,False,0.0,1.0,0.0,0.0,93.187958,83.142395,18.5
0,94,0,False,True,False,0.0,0.0,0.0,1.0,81.622624,81.167801,3.75
0,95,0,False,True,False,0.0,0.0,0.0,1.0,94.965962,93.01537,3.75
0,96,0,False,True,False,0.0,1.0,0.0,0.0,83.437958,79.193207,18.5
0,97,0,False,True,False,0.0,0.0,0.0,1.0,90.231045,81.167801,3.75
0,98,0,False,True,False,0.0,1.0,0.0,0.0,93.187958,83.142395,9.5
0,99,0,False,True,False,0.0,0.0,1.0,0.0,88.312958,87.091587,12.5
0,100,0,False,True,False,0.0,1.0,0.0,0.0,83.437958,87.091587,21.5
0,101,0,False,True,False,0.0,0.0,0.0,1.0,86.250595,89.066181,1.25
0,102,0,False,True,False,0.0,0.0,1.0,0.0,88.312958,87.091587,18.5
0,103,0,False,False,True,0.0,1.0,0.0,0.0,83.437958,94.989967,12.5
0,104,0,False,False,True,0.0,1.0,0.0,0.0,83.437958,94.989967,15.5
0,105,0,False,False,True,0.0,0.0,0.0,1.0,81.622624,85.116993,3.75
0,106,0,False,False,True,1.0,0.0,0.0,0.0,92.961876,88.616974,-1.0
0,107,0,False,False,True,0.0,0.0,0.0,1.0,86.250595,85.116993,3.75
0,108,0,False,False,True,0.0,0.0,0.0,1.0,94.965961,81.167801,3.75
0,109,0,False,False,True,1.0,0.0,0.0,0.0,92.961876,78.616974,-1.0
0,110,0,False,False,True,0.0,0.0,0.0,1.0,90.231045,85.116993,3.75
0,111,0,False,False,True,1.0,0.0,0.0,0.0,92.961876,68.616972,-1.0
0,112,0,False,False,True,1.0,0.0,0.0,0.0,112.961876,88.616974,-1.0
0,113,0,False,False,True,1.0,0.0,0.0,0.0,82.961876,68.616972,-1.0
0,114,0,False,False,True,0.0,1.0,0.0,0.0,83.437958,87.091587,9.5
