graph_id,node_id,label,train_mask,val_mask,test_mask,feat_feature_00,feat_feature_01,feat_feature_02,feat_feature_03,X,Y,Z,
0,162,0,TRUE,FALSE,FALSE,0,1,0,0,13.122749,41.986198,21.5,
0,163,0,TRUE,FALSE,FALSE,0,1,0,0,13.122749,18.113225,6.5,
0,164,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,45.986198,24.5,
0,165,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,33.986199,6.5,
0,166,0,TRUE,FALSE,FALSE,0,1,0,0,13.122749,49.986198,24.5,
0,167,0,TRUE,FALSE,FALSE,1,0,0,0,25,5,-1,
0,168,0,TRUE,FALSE,FALSE,1,0,0,0,5,5,-1,
0,169,0,TRUE,FALSE,FALSE,0,0,1,0,17.997749,41.986199,15.5,
0,170,0,TRUE,FALSE,FALSE,0,1,0,0,13.122749,26.011605,21.5,
0,171,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,18.113225,21.5,
0,172,0,TRUE,FALSE,FALSE,0,1,0,0,14.747749,54.486198,15.5,
0,173,0,TRUE,FALSE,FALSE,0,1,0,0,13.122749,33.986199,9.5,
0,174,0,TRUE,FALSE,FALSE,1,0,0,0,45,5,-1,
0,175,0,TRUE,FALSE,FALSE,0,1,0,0,13.122749,18.113225,9.5,
0,176,0,TRUE,FALSE,FALSE,0,1,0,0,13.122749,10.214845,12.5,
0,177,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,10.214845,18.5,
0,178,0,TRUE,FALSE,FALSE,0,1,0,0,13.122749,37.986198,27.5,
0,179,0,TRUE,FALSE,FALSE,0,1,0,0,13.122749,10.214845,18.5,
0,180,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,37.986198,18.5,
0,181,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,10.214845,24.5,
0,182,0,TRUE,FALSE,FALSE,0,1,0,0,13.122749,49.986198,21.5,
0,183,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,45.986198,6.5,
0,184,0,FALSE,TRUE,FALSE,0,0,0,1,13.997749,12.18944,2.5,
0,185,0,FALSE,TRUE,FALSE,0,0,1,0,17.997749,18.113225,27.5,
0,186,0,FALSE,TRUE,FALSE,0,0,0,1,21.99775,24.037009,2.5,
0,187,0,FALSE,TRUE,FALSE,1,0,0,0,55,35,-1,
0,188,0,FALSE,TRUE,FALSE,1,0,0,0,45,55,-1,
0,189,0,FALSE,TRUE,FALSE,0,1,0,0,13.122749,49.986198,12.5,
0,190,0,FALSE,TRUE,FALSE,0,0,0,1,13.99775,24.037009,2.5,
0,191,0,FALSE,TRUE,FALSE,0,0,1,0,17.997749,18.113225,18.5,
0,192,0,FALSE,TRUE,FALSE,1,0,0,0,55,5,-1,
0,193,0,FALSE,TRUE,FALSE,0,1,0,0,13.122749,26.011605,18.5,
0,194,0,FALSE,TRUE,FALSE,0,1,0,0,22.872749,37.986198,15.5,
0,195,0,FALSE,TRUE,FALSE,0,1,0,0,22.872749,14.164035,27.5,
0,196,0,FALSE,TRUE,FALSE,0,1,0,0,22.872749,26.011605,12.5,
0,197,0,FALSE,TRUE,FALSE,0,1,0,0,22.872749,14.164035,24.5,
0,198,0,FALSE,TRUE,FALSE,0,1,0,0,22.872749,26.011605,18.5,
0,199,0,FALSE,TRUE,FALSE,0,1,0,0,22.872749,22.062415,18.5,
0,200,0,FALSE,TRUE,FALSE,0,1,0,0,22.872749,14.164035,12.5,
0,201,0,FALSE,TRUE,FALSE,0,1,0,0,22.872749,33.986199,9.5,
0,202,0,FALSE,TRUE,FALSE,0,1,0,0,13.122749,26.011605,27.5,
0,203,0,FALSE,TRUE,FALSE,0,1,0,0,22.872749,37.986198,24.5,
0,204,0,FALSE,TRUE,FALSE,0,1,0,0,21.247749,54.486198,12.5,
0,205,0,FALSE,TRUE,FALSE,0,1,0,0,22.872749,26.011605,21.5,
0,206,0,FALSE,TRUE,FALSE,0,0,1,0,17.997749,41.986199,12.5,
0,207,0,FALSE,FALSE,TRUE,1,0,0,0,5,15,-1,
0,208,0,FALSE,FALSE,TRUE,0,1,0,0,13.122749,10.214845,27.5,
0,209,0,FALSE,FALSE,TRUE,0,0,1,0,17.997749,6.24025,15,
0,210,0,FALSE,FALSE,TRUE,0,1,0,0,21.247749,54.486198,21.5,
0,211,0,FALSE,FALSE,TRUE,0,1,0,0,13.122749,33.986199,15.5,
0,212,0,FALSE,FALSE,TRUE,0,0,1,0,17.997749,41.986199,18.5,
0,213,0,FALSE,FALSE,TRUE,0,1,0,0,22.872749,37.986198,12.5,
0,214,0,FALSE,FALSE,TRUE,0,1,0,0,13.122749,49.986198,9.5,
0,215,0,FALSE,FALSE,TRUE,0,0,0,1,21.99775,16.13863,2.5,
0,216,0,FALSE,FALSE,TRUE,0,1,0,0,13.122749,26.011605,15.5,
0,217,0,FALSE,FALSE,TRUE,0,1,0,0,21.247749,54.486198,18.5,
0,218,0,FALSE,FALSE,TRUE,0,0,1,0,17.997749,41.986199,24.5,
0,219,0,FALSE,FALSE,TRUE,0,1,0,0,22.872749,22.062415,9.5,
0,220,0,FALSE,FALSE,TRUE,0,1,0,0,13.122749,10.214845,15.5,
0,221,0,FALSE,FALSE,TRUE,0,1,0,0,22.872749,41.986198,9.5,
0,222,0,FALSE,FALSE,TRUE,1,0,0,0,35,5,-1,
0,223,0,FALSE,FALSE,TRUE,0,1,0,0,22.872749,33.986199,15.5,
0,224,0,FALSE,FALSE,TRUE,1,0,0,0,15,5,-1,
0,225,0,FALSE,FALSE,TRUE,1,0,0,0,25,15,-1,
0,226,0,FALSE,FALSE,TRUE,0,1,0,0,13.122749,22.062415,12.5,
0,227,0,FALSE,FALSE,TRUE,1,0,0,0,15,55,-1,
0,228,0,FALSE,FALSE,TRUE,0,1,0,0,22.872749,33.986199,27.5,
0,229,0,FALSE,FALSE,TRUE,0,1,0,0,22.872749,14.164035,18.5,
0,230,0,FALSE,FALSE,TRUE,0,1,0,0,13.122749,37.986198,21.5,
1,0,0,TRUE,FALSE,FALSE,0,1,0,0,13.122749,81.091892,7.5,
1,1,0,TRUE,FALSE,FALSE,0,1,0,0,13.122749,116.863251,4.5,
1,2,0,TRUE,FALSE,FALSE,0,0,1,0,17.997749,88.990272,10.5,
1,3,0,TRUE,FALSE,FALSE,0,1,0,0,14.747749,125.363251,16.5,
1,4,0,TRUE,FALSE,FALSE,0,1,0,0,21.247749,125.363251,13.5,
1,5,0,TRUE,FALSE,FALSE,1,0,0,0,35,115.877052,-1,
1,6,0,TRUE,FALSE,FALSE,1,0,0,0,45,75.877052,-1,
1,7,0,TRUE,FALSE,FALSE,0,1,0,0,13.122749,104.863251,7.5,
1,8,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,88.990273,1.5,
1,9,0,TRUE,FALSE,FALSE,0,0,1,0,17.997749,88.990272,19.5,
1,10,0,TRUE,FALSE,FALSE,0,1,0,0,13.122749,81.091892,22.5,
1,11,0,TRUE,FALSE,FALSE,0,1,0,0,13.122749,88.990273,1.5,
1,12,0,TRUE,FALSE,FALSE,0,1,0,0,13.122749,81.091892,1.5,
1,13,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,116.863251,10.5,
1,14,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,85.041084,7.5,
1,15,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,104.863251,16.5,
1,16,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,108.863251,13.5,
1,17,0,TRUE,FALSE,FALSE,0,1,0,0,13.122749,112.863251,4.5,
1,18,0,TRUE,FALSE,FALSE,0,1,0,0,13.122749,88.990273,16.5,
1,19,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,120.863251,22.5,
1,20,0,TRUE,FALSE,FALSE,1,0,0,0,25,125.877049,-1,
1,21,0,TRUE,FALSE,FALSE,0,0,1,0,17.997749,112.863251,16.5,
1,22,0,TRUE,FALSE,FALSE,0,0,1,0,17.997749,88.990272,13.5,
1,23,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,88.990272,19.5,
1,24,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,96.888653,16.5,
1,25,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,81.091892,22.5,
1,26,0,TRUE,FALSE,FALSE,1,0,0,0,35,95.877052,-1,
1,27,0,TRUE,FALSE,FALSE,0,0,1,0,17.997749,112.863251,4.5,
1,28,0,TRUE,FALSE,FALSE,0,1,0,0,13.122749,81.091892,13.5,
1,29,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,96.888653,19.5,
1,30,0,TRUE,FALSE,FALSE,1,0,0,0,5,85.877052,-1,
1,31,0,TRUE,FALSE,FALSE,0,1,0,0,13.122749,116.863251,7.5,
1,32,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,81.091892,4.5,
1,33,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,85.041084,16.5,
1,34,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,85.041084,22.5,
1,35,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,104.863251,1.5,
1,36,0,TRUE,FALSE,FALSE,0,1,0,0,13.122749,85.041084,10.5,
1,37,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,92.939461,4.5,
1,38,0,TRUE,FALSE,FALSE,0,1,0,0,13.122749,96.888653,7.5,
1,39,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,112.863251,7.5,
1,40,0,TRUE,FALSE,FALSE,1,0,0,0,45,125.877049,-1,
1,41,0,TRUE,FALSE,FALSE,0,0,0,1,13.997749,125.391056,1.5,
1,42,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,120.863251,16.5,
1,43,0,TRUE,FALSE,FALSE,0,1,0,0,13.122749,108.863251,16.5,
1,44,0,TRUE,FALSE,FALSE,1,0,0,0,5,125.877049,-1,
1,45,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,108.863251,4.5,
1,46,0,TRUE,FALSE,FALSE,1,0,0,0,5,75.877052,-1,
1,47,0,TRUE,FALSE,FALSE,0,1,0,0,13.122749,81.091892,4.5,
1,48,0,TRUE,FALSE,FALSE,1,0,0,0,15,115.877052,-1,
1,49,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,112.863251,13.5,
1,50,0,TRUE,FALSE,FALSE,0,1,0,0,13.122749,104.863251,19.5,
1,51,0,TRUE,FALSE,FALSE,0,0,1,0,17.997749,88.990272,1.5,
1,52,0,TRUE,FALSE,FALSE,0,1,0,0,13.122749,108.863251,19.5,
1,53,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,116.863251,7.5,
1,54,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,104.863251,4.5,
1,55,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,112.863251,16.5,
1,56,0,TRUE,FALSE,FALSE,0,1,0,0,13.122749,104.863251,13.5,
1,57,0,TRUE,FALSE,FALSE,0,1,0,0,13.122749,108.863251,22.5,
1,58,0,TRUE,FALSE,FALSE,0,1,0,0,13.122749,120.863251,7.5,
1,59,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,116.863251,4.5,
1,60,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,104.863251,10.5,
1,61,0,TRUE,FALSE,FALSE,0,1,0,0,13.122749,88.990273,13.5,
1,62,0,TRUE,FALSE,FALSE,0,1,0,0,13.122749,104.863251,10.5,
1,63,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,112.863251,4.5,
1,64,0,TRUE,FALSE,FALSE,1,0,0,0,25,75.877052,-1,
1,65,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,120.863251,1.5,
1,66,0,TRUE,FALSE,FALSE,0,0,1,0,17.997749,112.863251,19.5,
1,67,0,TRUE,FALSE,FALSE,0,1,0,0,13.122749,85.041084,16.5,
1,68,0,TRUE,FALSE,FALSE,0,1,0,0,13.122749,116.863251,19.5,
1,69,0,TRUE,FALSE,FALSE,1,0,0,0,25,105.877052,-1,
1,70,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,116.863251,16.5,
1,71,0,TRUE,FALSE,FALSE,0,0,0,1,21.997749,125.391056,1.5,
1,72,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,116.863251,1.5,
1,73,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,108.863251,16.5,
1,74,0,TRUE,FALSE,FALSE,0,0,1,0,18.272118,100.863251,12.596335,
1,75,0,TRUE,FALSE,FALSE,0,0,1,0,17.997749,88.990272,7.5,
1,76,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,81.091892,10.5,
1,77,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,96.888653,7.5,
1,78,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,120.863251,4.5,
1,79,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,108.863251,1.5,
1,80,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,104.863251,19.5,
1,81,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,96.888653,22.5,
1,82,0,TRUE,FALSE,FALSE,0,1,0,0,13.122749,85.041084,4.5,
1,83,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,88.990273,16.5,
1,84,0,TRUE,FALSE,FALSE,0,1,0,0,13.122749,120.863251,10.5,
1,85,0,TRUE,FALSE,FALSE,0,0,1,0,17.997749,88.990272,22.5,
1,86,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,85.041084,19.5,
1,87,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,120.863251,19.5,
1,88,0,TRUE,FALSE,FALSE,0,0,1,0,17.997749,112.863251,1.5,
1,89,0,TRUE,FALSE,FALSE,0,1,0,0,22.872749,96.888653,10.5,
